# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	633439	634083	+							MJ_0706	645		old_locus_tag=MJ0706
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	633439	634083	+	AAB98700.1			conserved hypothetical protein			MJ_0706	645	214	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	634128	634271	-							MJ_0707	144		old_locus_tag=MJ0707
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	634128	634271	-	AAB98701.1			LSU ribosomal protein L40E (CEP52)			MJ_0707	144	47	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	634421	634939	-							MJ_0708	519		old_locus_tag=MJ0708
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	634421	634939	-	AAB98702.1			conserved hypothetical protein			MJ_0708	519	172	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	635015	636367	+							MJ_0709	1353		old_locus_tag=MJ0709
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	635015	636367	+	AAB98703.1			conserved hypothetical protein			MJ_0709	1353	450	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	636394	637449	+							MJ_0710	1056		old_locus_tag=MJ0710
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	636394	637449	+	AAB98704.1			conserved hypothetical protein			MJ_0710	1056	351	
gene	tRNA	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	637583	637656	+							MJ_t16	74		old_locus_tag=tRNA-Phe-1
tRNA		GCA_000091665.1	Primary Assembly	chromosome		L77117.1	637583	637656	+				tRNA-Phe			MJ_t16	74		
gene	tRNA	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	637667	637739	+							MJ_t17	73		old_locus_tag=tRNA-Asn-1
tRNA		GCA_000091665.1	Primary Assembly	chromosome		L77117.1	637667	637739	+				tRNA-Asn			MJ_t17	73		
gene	tRNA	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	637772	637846	+							MJ_t18	75		old_locus_tag=tRNA-Met-3
tRNA		GCA_000091665.1	Primary Assembly	chromosome		L77117.1	637772	637846	+				tRNA-Met			MJ_t18	75		
gene	tRNA	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	637868	637942	+							MJ_t19	75		old_locus_tag=tRNA-Glu-2
tRNA		GCA_000091665.1	Primary Assembly	chromosome		L77117.1	637868	637942	+				tRNA-Glu			MJ_t19	75		
gene	tRNA	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	637982	638066	+							MJ_t20	85		old_locus_tag=tRNA-Leu-3
tRNA		GCA_000091665.1	Primary Assembly	chromosome		L77117.1	637982	638066	+				tRNA-Leu			MJ_t20	85		
gene	tRNA	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	638081	638152	+							MJ_t21	72		old_locus_tag=tRNA-His-1
tRNA		GCA_000091665.1	Primary Assembly	chromosome		L77117.1	638081	638152	+				tRNA-His			MJ_t21	72		
gene	rRNA	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	638452	639929	+							MJ_r03	1478		old_locus_tag=MJrrnB16S
rRNA		GCA_000091665.1	Primary Assembly	chromosome		L77117.1	638452	639929	+				Ribosomal RNA			MJ_r03	1478		
gene	tRNA	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	639995	640067	+							MJ_t22	73		old_locus_tag=tRNA-Ala-3
tRNA		GCA_000091665.1	Primary Assembly	chromosome		L77117.1	639995	640067	+				tRNA-Ala			MJ_t22	73		
gene	rRNA	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	640275	643223	+							MJ_r04	2949		old_locus_tag=MJrrnB23S
rRNA		GCA_000091665.1	Primary Assembly	chromosome		L77117.1	640275	643223	+				Ribosomal RNA			MJ_r04	2949		
gene	rRNA	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	643330	643449	+							MJ_r05	120		old_locus_tag=MJrrnB5S
rRNA		GCA_000091665.1	Primary Assembly	chromosome		L77117.1	643330	643449	+				Ribosomal RNA			MJ_r05	120		
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	643994	644962	+							MJ_0711	969		old_locus_tag=MJ0711
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	643994	644962	+	AAB98714.1			hypothetical protein			MJ_0711	969	322	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	644959	645966	-							MJ_0712	1008		old_locus_tag=MJ0712
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	644959	645966	-	AAB98707.1			glycerol dehydrogenase (gldA)			MJ_0712	1008	335	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	646079	648379	-							MJ_0713	2301		old_locus_tag=MJ0713
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	646079	648379	-	AAB98708.1			hydrogenase expression regulatory protein (hypF)			MJ_0713	2301	766	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	648526	648882	+							MJ_0714	357		old_locus_tag=MJ0714
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	648526	648882	+	AAB98709.1			conserved hypothetical protein			MJ_0714	357	118	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	648924	649940	+							MJ_0715	1017		old_locus_tag=MJ0715
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	648924	649940	+	AAB98710.1			H2-forming N5,N10-methylene-tetrahydromethanopterin dehydrogenase-related protein (hmd)			MJ_0715	1017	338	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	649985	650272	+							MJ_0716	288		old_locus_tag=MJ0716
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	649985	650272	+	AAB98715.1			hypothetical protein			MJ_0716	288	95	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	650455	650814	-							MJ_0717	360		old_locus_tag=MJ0717
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	650455	650814	-	AAB98711.1			molybdopterin converting factor, subunit 2 (moaE)			MJ_0717	360	119	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	650834	652042	-							MJ_0718	1209		old_locus_tag=MJ0718
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	650834	652042	-	AAB98712.1			chromate resistance protein (chrA)			MJ_0718	1209	402	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	652068	653870	-							MJ_0719	1803		old_locus_tag=MJ0719
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	652068	653870	-	AAB98713.1			RNase L inhibitor			MJ_0719	1803	600	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	653926	654927	-							MJ_0720	1002		old_locus_tag=MJ0720
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	653926	654927	-	AAB98716.1			3-isopropylmalate dehydrogenase 1 (leuB1)			MJ_0720	1002	333	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	655122	656318	+							MJ_0721	1197		old_locus_tag=MJ0721
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	655122	656318	+	AAB98717.1			acetylornithine aminotransferase (argD)			MJ_0721	1197	398	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	656319	656552	-							MJ_0722	234		old_locus_tag=MJ0722
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	656319	656552	-	AAB98718.1			ferredoxin (fdxA)			MJ_0722	234	77	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	656703	657173	+							MJ_0723	471		old_locus_tag=MJ0723
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	656703	657173	+	AAB98719.1			transcriptional regulatory protein, AsnC family			MJ_0723	471	156	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	657185	657808	-							MJ_0724	624		old_locus_tag=MJ0724
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	657185	657808	-	AAB98720.1			conserved hypothetical protein			MJ_0724	624	207	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	657904	658689	-							MJ_0725	786		old_locus_tag=MJ0725
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	657904	658689	-	AAB98721.1			coenzyme F420-reducing hydrogenase, beta subunit			MJ_0725	786	261	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	658858	659508	-							MJ_0726	651		old_locus_tag=MJ0726
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	658858	659508	-	AAB98722.1			coenzyme F420-reducing hydrogenase, gamma subunit			MJ_0726	651	216	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	659632	660528	-							MJ_0727	897		old_locus_tag=MJ0727
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	659632	660528	-	AAB98723.1			coenzyme F420-reducing hydrogenase, alpha subunit			MJ_0727	897	298	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	660574	662448	-							MJ_0728	1875		old_locus_tag=MJ0728
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	660574	662448	-	AAB98724.1			carbon monoxide dehydrogenase, catalytic subunit (cooS)			MJ_0728	1875	624	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	662668	663042	+							MJ_0729	375		old_locus_tag=MJ0729
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	662668	663042	+	AAB98725.1			conserved hypothetical protein			MJ_0729	375	124	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	663044	663604	-							MJ_0730	561		old_locus_tag=MJ0730
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	663044	663604	-	AAB98726.1			DNA/pantothenate metabolism flavoprotein-like			MJ_0730	561	186	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	663616	664212	-							MJ_0731	597		old_locus_tag=MJ0731
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	663616	664212	-	AAB98727.1			iron-sulfur flavoprotein (isf)			MJ_0731	597	198	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	664257	665438	-							MJ_0732	1182		old_locus_tag=MJ0732
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	664257	665438	-	AAB98728.1			flavoprotein (fprA)			MJ_0732	1182	393	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	665517	665882	-							MJ_0733	366		old_locus_tag=MJ0733
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	665517	665882	-	AAB98743.1			hypothetical protein			MJ_0733	366	121	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	665918	666532	-							MJ_0734	615		old_locus_tag=MJ0734
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	665918	666532	-	AAB98729.1			rubrerythrin (rr)			MJ_0734	615	204	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	666572	666814	-							MJ_0735	243		old_locus_tag=MJ0735
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	666572	666814	-	AAB98730.1			rubredoxin 1 (rd1)			MJ_0735	243	80	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	666904	667572	-							MJ_0736	669		old_locus_tag=MJ0736
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	666904	667572	-	AAB98731.1			alkyl hydroperoxide reductase			MJ_0736	669	222	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	667648	667833	-							MJ_0737	186		old_locus_tag=MJ0737
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	667648	667833	-	AAB98732.1			rubredoxin-like non-heme iron protein			MJ_0737	186	61	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	667873	668145	-							MJ_0738	273		old_locus_tag=MJ0738
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	667873	668145	-	AAB98733.1			conserved hypothetical protein			MJ_0738	273	90	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	668171	668626	-							MJ_0739	456		old_locus_tag=MJ0739
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	668171	668626	-	AAB98744.1			hypothetical protein			MJ_0739	456	151	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	668698	668865	-							MJ_0740	168		old_locus_tag=MJ0740
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	668698	668865	-	AAB98734.1			rubredoxin 2 (rd2)			MJ_0740	168	55	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	669037	669387	-							MJ_0741	351		old_locus_tag=MJ0741
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	669037	669387	-	AAB98735.1			desulfoferrodoxin, putative (rbo)			MJ_0741	351	116	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	669492	669806	-							MJ_0742	315		old_locus_tag=MJ0742
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	669492	669806	-	AAB98736.1			conserved hypothetical protein			MJ_0742	315	104	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	669935	670819	-							MJ_0743	885		old_locus_tag=MJ0743
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	669935	670819	-	AAB98737.1			heterodisulfide reductase, subunit B1 (hdrB1)			MJ_0743	885	294	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	670868	671452	-							MJ_0744	585		old_locus_tag=MJ0744
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	670868	671452	-	AAB98738.1			heterodisulfide reductase, subunit C (hdrC)			MJ_0744	585	194	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	671671	672216	-							MJ_0745	546		old_locus_tag=MJ0745
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	671671	672216	-	AAB98745.1			hypothetical protein			MJ_0745	546	181	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	672422	672847	-							MJ_0746	426		old_locus_tag=MJ0746
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	672422	672847	-	AAB98739.1			conserved hypothetical protein			MJ_0746	426	141	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	672957	673466	-							MJ_0747	510		old_locus_tag=MJ0747
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	672957	673466	-	AAB98740.1			hemerythrin sipunculid			MJ_0747	510	169	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	673684	674934	-							MJ_0748	1251		old_locus_tag=MJ0748
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	673684	674934	-	AAB98741.1			flavoprotein (fpaA)			MJ_0748	1251	416	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	675147	675887	-							MJ_0749	741		old_locus_tag=MJ0749
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	675147	675887	-	AAB98742.1			conserved hypothetical protein			MJ_0749	741	246	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	675993	676709	-							MJ_0750	717		old_locus_tag=MJ0750
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	675993	676709	-	AAB98746.1			ferredoxin-type protein (napH)			MJ_0750	717	238	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	676791	677627	-							MJ_0751	837		old_locus_tag=MJ0751
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	676791	677627	-	AAB98747.1			conserved hypothetical protein			MJ_0751	837	278	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	677711	677941	-							MJ_0752	231		old_locus_tag=MJ0752
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	677711	677941	-	AAB98754.1			hypothetical protein			MJ_0752	231	76	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	678142	678774	-							MJ_0753	633		old_locus_tag=MJ0753
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	678142	678774	-	AAB98755.1			hypothetical protein			MJ_0753	633	210	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	678771	679328	-							MJ_0754	558		old_locus_tag=MJ0754
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	678771	679328	-	AAB98756.1			hypothetical protein			MJ_0754	558	185	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	679615	680643	-							MJ_0755	1029		old_locus_tag=MJ0755
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	679615	680643	-	AAB98748.1			N-acetylmuramoyl-L-alanine amidase			MJ_0755	1029	342	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	680885	681295	-							MJ_0756	411		old_locus_tag=MJ0756
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	680885	681295	-	AAB98757.1			hypothetical protein			MJ_0756	411	136	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	681420	682202	-							MJ_0757	783		old_locus_tag=MJ0757
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	681420	682202	-	AAB98749.1			conserved hypothetical protein			MJ_0757	783	260	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	682209	682688	-							MJ_0758	480		old_locus_tag=MJ0758
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	682209	682688	-	AAB98758.1			hypothetical protein			MJ_0758	480	159	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	682696	683052	-							MJ_0759	357		old_locus_tag=MJ0759
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	682696	683052	-	AAB98750.1			conserved hypothetical protein			MJ_0759	357	118	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	683043	683870	-							MJ_0760	828		old_locus_tag=MJ0760
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	683043	683870	-	AAB98751.1			conserved hypothetical protein			MJ_0760	828	275	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	684068	684823	-							MJ_0761	756		old_locus_tag=MJ0761
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	684068	684823	-	AAB98752.1			conserved hypothetical protein			MJ_0761	756	251	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	684833	685861	-							MJ_0762	1029		old_locus_tag=MJ0762
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	684833	685861	-	AAB98753.1			C4-dicarboxylate transporter (mae1)			MJ_0762	1029	342	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	685885	686250	-							MJ_0763	366		old_locus_tag=MJ0763
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	685885	686250	-	AAB98759.1			hypothetical protein			MJ_0763	366	121	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	686260	686610	-							MJ_0764	351		old_locus_tag=MJ0764
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	686260	686610	-	AAB98760.1			hypothetical protein			MJ_0764	351	116	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	686808	688454	-							MJ_0765	1647		old_locus_tag=MJ0765
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	686808	688454	-	AAB98761.1			[6Fe-6S] prismane-containing protein			MJ_0765	1647	548	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	688725	688925	-							MJ_0766	201		old_locus_tag=MJ0766
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	688725	688925	-	AAB98773.1			hypothetical protein			MJ_0766	201	66	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	689096	689503	-							MJ_0767	408		old_locus_tag=MJ0767
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	689096	689503	-	AAB98762.1			conserved hypothetical protein			MJ_0767	408	135	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	689588	690337	+							MJ_0768	750		old_locus_tag=MJ0768
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	689588	690337	+	AAB98763.1			conserved hypothetical protein			MJ_0768	750	249	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	690477	690986	-							MJ_0769	510		old_locus_tag=MJ0769
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	690477	690986	-	AAB98774.1			hypothetical protein			MJ_0769	510	169	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	690979	691650	-							MJ_0770	672		old_locus_tag=MJ0770
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	690979	691650	-	AAB98775.1			hypothetical protein			MJ_0770	672	223	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	691739	692431	+							MJ_0771	693		old_locus_tag=MJ0771
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	691739	692431	+	AAB98764.1			cobalamin biosynthesis precorrin-2 methyltransferase (cbiL)			MJ_0771	693	230	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	692428	693489	+							MJ_0772	1062		old_locus_tag=MJ0772
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	692428	693489	+	AAB98776.1			hypothetical protein			MJ_0772	1062	353	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	694012	694539	-							MJ_0773	528		old_locus_tag=MJ0773
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	694012	694539	-	AAB98777.1			hypothetical protein			MJ_0773	528	175	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	695227	696456	+							MJ_0774	1230		old_locus_tag=MJ0774
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	695227	696456	+	AAB98778.1			hypothetical protein			MJ_0774	1230	409	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	696431	697381	+							MJ_0775	951		old_locus_tag=MJ0775
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	696431	697381	+	AAB98765.1			conserved hypothetical protein			MJ_0775	951	316	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	697374	698525	+							MJ_0776	1152		old_locus_tag=MJ0776
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	697374	698525	+	AAB98766.1			conserved hypothetical protein			MJ_0776	1152	383	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	698473	699048	+							MJ_0777	576		old_locus_tag=MJ0777
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	698473	699048	+	AAB98767.1			putative transcription initiation factor (TFIIE, subunit alpha)			MJ_0777	576	191	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	699096	699605	+							MJ_0778	510		old_locus_tag=MJ0778
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	699096	699605	+	AAB98768.1			conserved hypothetical protein			MJ_0778	510	169	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	699609	700508	-							MJ_0779	900		old_locus_tag=MJ0779
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	699609	700508	-	AAB98769.1			conserved hypothetical protein			MJ_0779	900	299	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	700529	701536	-							MJ_0780	1008		old_locus_tag=MJ0780
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	700529	701536	-	AAB98779.1			hypothetical protein			MJ_0780	1008	335	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	701559	703724	-							MJ_0781	2166		old_locus_tag=MJ0781
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	701559	703724	-	AAB98770.1			type II secretion system protein			MJ_0781	2166	721	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	703765	705786	-							MJ_0782	2022		old_locus_tag=MJ0782
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	703765	705786	-	AAB98771.1			transcription initiation factor IIB (TFIIB)			MJ_0782	2022	673	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	705793	706038	-							MJ_0782.1	246		old_locus_tag=MJ0782.1
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	705793	706038	-	AAB98772.1			conserved hypothetical protein			MJ_0782.1	246	81	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	706179	706739	+							MJ_0783	561		old_locus_tag=MJ0783
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	706179	706739	+	AAB98780.1			conserved hypothetical protein			MJ_0783	561	186	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	707015	708091	+							MJ_0784	1077		old_locus_tag=MJ0784
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	707015	708091	+	AAB98781.1			H2-forming N5,N10-methylene-tetrahydromethanopterin dehydrogenease (hmd)			MJ_0784	1077	358	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	708313	709440	+							MJ_0785	1128		old_locus_tag=MJ0785
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	708313	709440	+	AAB98782.1			biotin synthetase, putative (bioB)			MJ_0785	1128	375	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	709430	709999	+							MJ_0785.1	570		old_locus_tag=MJ0785.1
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	709430	709999	+	AAB98790.1			hypothetical protein			MJ_0785.1	570	189	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	710062	710622	+							MJ_0786	561		old_locus_tag=MJ0786
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	710062	710622	+	AAB98786.1			hypothetical protein			MJ_0786	561	186	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	710772	712286	+							MJ_0787	1515		old_locus_tag=MJ0787
