# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	957892	958686	+	AAC22562.1			conserved hypothetical protein			HI_0902	795	264	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	958695	959501	+							HI_0904	807		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	958695	959501	+	AAC22563.1			prolipoprotein diacylglyceryl transferase (lgt)			HI_0904	807	268	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	959511	960362	+							HI_0905	852		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	959511	960362	+	AAC22564.1			thymidylate synthetase (thyA)			HI_0905	852	283	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	960362	960883	+							HI_0906	522		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	960362	960883	+	AAC22565.1			conserved hypothetical protein			HI_0906	522	173	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	960911	961225	-							HI_0907	315		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	960911	961225	-	AAC22569.1			predicted coding region HI0907			HI_0907	315	104	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	961305	961607	+							HI_0908	303		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	961305	961607	+	AAC22570.1			predicted coding region HI0908			HI_0908	303	100	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	961732	964437	+							HI_0909	2706		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	961732	964437	+	AAC22566.1			preprotein translocase SecA subunit (secA)			HI_0909	2706	901	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	964502	964912	+							HI_0910	411		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	964502	964912	+	AAC22567.1			mutator mutT protein (mutT)			HI_0910	411	136	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	965021	966877	+							HI_0911	1857		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	965021	966877	+	AAC22568.1			glutathione-regulated potassium efflux system protein (kefC)			HI_0911	1857	618	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	966978	967742	+							HI_0912	765		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	966978	967742	+	AAC22579.1			predicted coding region HI0912			HI_0912	765	254	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	967887	968642	+							HI_0913	756		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	967887	968642	+	AAC22571.1			ribosomal protein S2 (rpS2)			HI_0913	756	251	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	968775	969626	+							HI_0914	852		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	968775	969626	+	AAC22572.1			elongation factor Ts (tsf)			HI_0914	852	283	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	969806	970831	-							HI_0915	1026		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	969806	970831	-	AAC22573.1			UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase (lpxD)			HI_0915	1026	341	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	970844	971437	-							HI_0916	594		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	970844	971437	-	AAC22574.1			outer membrane protein, putative			HI_0916	594	197	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	971545	973932	-							HI_0917	2388		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	971545	973932	-	AAC22575.1			protective surface antigen D15			HI_0917	2388	795	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	973952	975283	-							HI_0918	1332		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	973952	975283	-	AAC22576.1			conserved hypothetical transmembrane protein			HI_0918	1332	443	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	975293	976159	-							HI_0919	867		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	975293	976159	-	AAC22577.1			CDP-diglyceride synthetase (cdsA)			HI_0919	867	288	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	976177	976896	-							HI_0920	720		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	976177	976896	-	AAC22578.1			conserved hypothetical protein			HI_0920	720	239	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	977145	979730	+							HI_0921	2586		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	977145	979730	+	AAC22581.1			leucyl-tRNA synthetase (leuS)			HI_0921	2586	861	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	979780	980328	+							HI_0922	549		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	979780	980328	+	AAC22582.1			rare lipoprotein B, putative			HI_0922	549	182	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	980328	981362	+							HI_0923	1035		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	980328	981362	+	AAC22583.1			DNA polymerase III, delta subunit (holA)			HI_0923	1035	344	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	981597	983663	-							HI_0924	2067		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	981597	983663	-	AAC22584.1			glycyl-tRNA synthetase, beta chain (glyS)			HI_0924	2067	688	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	984000	984365	-							HI_0925	366		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	984000	984365	-	AAC22585.1			conserved hypothetical protein			HI_0925	366	121	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	984395	984655	-							HI_0926	261		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	984395	984655	-	AAC22588.1			predicted coding region HI0926			HI_0926	261	86	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	984714	985622	-							HI_0927	909		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	984714	985622	-	AAC22586.1			glycyl-tRNA synthetase, alpha chain (glyQ)			HI_0927	909	302	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	985888	987414	+							HI_0928	1527		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	985888	987414	+	AAC22587.1			catalase (hktE)			HI_0928	1527	508	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	987646	988827	-							HI_0929	1182		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	987646	988827	-	AAC22589.1			conserved hypothetical protein			HI_0929	1182	393	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	988828	989448	-							HI_0930	621		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	988828	989448	-	AAC22600.1			predicted coding region HI0930			HI_0930	621	206	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	989421	989906	-							HI_0931	486		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	989421	989906	-	AAC22601.1			predicted coding region HI0931			HI_0931	486	161	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	989924	991234	-							HI_0932	1311		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	989924	991234	-	AAC22590.1			enolase (eno)			HI_0932	1311	436	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	991355	992560	-							HI_0933	1206		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	991355	992560	-	AAC22591.1			conserved hypothetical transmembrane protein			HI_0933	1206	401	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	992557	993711	-							HI_0934	1155		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	992557	993711	-	AAC22592.1			cytochrome C-type biogenesis protein (nrfF)			HI_0934	1155	384	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	993708	994238	-							HI_0935	531		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	993708	994238	-	AAC22593.1			thiol:disulfide interchange protein (dsbE)			HI_0935	531	176	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	994238	996145	-							HI_0936	1908		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	994238	996145	-	AAC22594.1			cytochrome C-type biogenesis			HI_0936	1908	635	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	996254	997057	-							HI_0937	804		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	996254	997057	-	AAC22595.1			extragenic suppressor (suhB)			HI_0937	804	267	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	997258	997770	+							HI_0938	513		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	997258	997770	+	AAC22602.1			predicted coding region HI0938			HI_0938	513	170	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	997770	998486	+							HI_0939	717		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	997770	998486	+	AAC22603.1			predicted coding region HI0939			HI_0939	717	238	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	998486	999169	+							HI_0940	684		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	998486	999169	+	AAC22604.1			predicted coding region HI0940			HI_0940	684	227	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	999144	999449	+							HI_0941	306		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	999144	999449	+	AAC22605.1			predicted coding region HI0941			HI_0941	306	101	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	999495	1002860	+							HI_0942	3366		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	999495	1002860	+	AAC22596.1			exodeoxyribonuclease V, gamma chain (recC)			HI_0942	3366	1121	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1002915	1003364	+							HI_0943	450		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1002915	1003364	+	AAC22597.1			conserved hypothetical protein			HI_0943	450	149	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1003367	1004485	+							HI_0944	1119		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1003367	1004485	+	AAC22598.1			riboflavin biosynthesis protein (ribD)			HI_0944	1119	372	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1004486	1005508	+							HI_0945	1023		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1004486	1005508	+	AAC22599.1			protease (degS)			HI_0945	1023	340	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1005582	1006397	-							HI_0946	816		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1005582	1006397	-	AAC22606.1			formamidopyrimidine-DNA glycosylase (fpg)			HI_0946	816	271	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1006630	1008165	-							HI_0946.1	1536		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1006630	1008165	-	AAC22607.1			L-2,4-diaminobutyrate decarboxylase			HI_0946.1	1536	511	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1008185	1008583	-							HI_0947	399		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1008185	1008583	-	AAC22608.1			virulence associated protein C (vapC)			HI_0947	399	132	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1008583	1008816	-							HI_0948	234		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1008583	1008816	-	AAC22609.1			conserved hypothetical protein			HI_0948	234	77	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1008963	1010327	-							HI_0949	1365		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1008963	1010327	-	AAC22610.1			aminotransferase			HI_0949	1365	454	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1010675	1010845	-							HI_0950	171		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1010675	1010845	-	AAC22611.1			ribosomal protein L33 (rpL33)			HI_0950	171	56	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1010857	1011093	-							HI_0951	237		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1010857	1011093	-	AAC22612.1			ribosomal protein L28 (rpL28)			HI_0951	237	78	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1011307	1012011	-							HI_0952	705		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1011307	1012011	-	AAC22613.1			DNA repair protein (radC)			HI_0952	705	234	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1012136	1013338	+							HI_0953	1203		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1012136	1013338	+	AAC22614.1			DNA/pantothenate metabolism flavoprotein (dfp)			HI_0953	1203	400	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1013386	1013841	+							HI_0954	456		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1013386	1013841	+	AAC22615.1			deoxyuridinetriphosphatase (dut)			HI_0954	456	151	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1013845	1014501	+							HI_0955	657		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1013845	1014501	+	AAC22616.1			transcriptional regulator (ttk)			HI_0955	657	218	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1014523	1014693	+							HI_0956	171		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1014523	1014693	+	AAC22617.1			conserved hypothetical protein			HI_0956	171	56	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1014760	1015434	+							HI_0957	675		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1014760	1015434	+	AAC22618.1			catabolite gene activator (crp)			HI_0957	675	224	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1015799	1016977	-							HI_0958	1179		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1015799	1016977	-	AAC22619.1			RNA methyltransferase, putative			HI_0958	1179	392	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1016970	1018025	-							HI_0959	1056		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1016970	1018025	-	AAC22620.1			beta-hexosaminidase (exoII)			HI_0959	1056	351	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1018029	1018379	-							HI_0960	351		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1018029	1018379	-	AAC22628.1			predicted coding region HI0960			HI_0960	351	116	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1018379	1018771	-							HI_0961	393		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1018379	1018771	-	AAC22621.1			hit-related protein			HI_0961	393	130	
gene	pseudogene	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1018846	1021671	-							HI_0962	2826		pseudo
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1021700	1022638	-							HI_0963	939		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1021700	1022638	-	AAC22622.1			riboflavin kinase / FMN adenylyltransferase (ribF)			HI_0963	939	312	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1022673	1024205	-							HI_0964	1533		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1022673	1024205	-	AAC22623.1			virulence factor (mviN)			HI_0964	1533	510	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1024508	1024777	+							HI_0965	270		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1024508	1024777	+	AAC22624.1			ribosomal protein S20 (rpS20)			HI_0965	270	89	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1024850	1025416	-							HI_0966	567		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1024850	1025416	-	AAC22629.1			predicted coding region HI0966			HI_0966	567	188	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1025442	1025546	+							HI_0967	105		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1025442	1025546	+	AAC22630.1			predicted coding region HI0967			HI_0967	105	34	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1025562	1026419	+							HI_0968	858		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1025562	1026419	+	AAC22625.1			naphthoate synthase (menB)			HI_0968	858	285	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1026434	1027477	+							HI_0969	1044		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1026434	1027477	+	AAC22626.1			O-succinylbenzoate-CoA synthase (menC)			HI_0969	1044	347	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1027535	1027984	+							HI_0970	450		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1027535	1027984	+	AAC22627.1			3-dehydroquinase (aroQ)			HI_0970	450	149	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1028137	1028604	+							HI_0971	468		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1028137	1028604	+	AAC22631.1			acetyl-CoA carboxylase, biotin carboxyl carrier protein (accB)			HI_0971	468	155	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1028779	1030125	+							HI_0972	1347		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1028779	1030125	+	AAC22632.1			acetyl-CoA carboxylase, biotin carboxylase (accC)			HI_0972	1347	448	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1030275	1031144	+							HI_0973	870		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1030275	1031144	+	AAC22641.1			predicted coding region HI0973			HI_0973	870	289	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1031208	1032314	+							HI_0974	1107		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1031208	1032314	+	AAC22642.1			predicted coding region HI0974			HI_0974	1107	368	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1032765	1033022	+							HI_0974.1	258		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1032765	1033022	+	AAC22633.1			conserved hypothetical protein			HI_0974.1	258	85	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1033019	1034473	+							HI_0975	1455		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1033019	1034473	+	AAC22634.1			sodium/pantothenate symporter (panF)			HI_0975	1455	484	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1034593	1034979	+							HI_0976	387		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1034593	1034979	+	AAC22635.1			conserved hypothetical protein			HI_0976	387	128	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1034952	1035464	+							HI_0976.1	513		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1034952	1035464	+	AAC22636.1			conserved hypothetical protein			HI_0976.1	513	170	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1035466	1036041	+							HI_0977	576		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1035466	1036041	+	AAC22637.1			cell filamentation protein (fic)			HI_0977	576	191	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1036082	1036972	+							HI_0978	891		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1036082	1036972	+	AAC22638.1			ribosomal protein L11 methyltransferase (prmA)			HI_0978	891	296	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1037121	1038113	+							HI_0979	993		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1037121	1038113	+	AAC22639.1			nitrogen fixation protein (nifR3)			HI_0979	993	330	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1038094	1038393	+							HI_0980	300		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1038094	1038393	+	AAC22640.1			Hin recombinational enhancer binding protein (fis)			HI_0980	300	99	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1038488	1038973	-							HI_0981	486		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1038488	1038973	-	AAC22643.1			small protein B (smpB)			HI_0981	486	161	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1039212	1040177	-							HI_0982	966		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1039212	1040177	-	AAC22644.1			6-phosphofructokinase (pfkA)			HI_0982	966	321	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1040273	1040854	-							HI_0983	582		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1040273	1040854	-	AAC22652.1			predicted coding region HI0983			HI_0983	582	193	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1040847	1041665	-							HI_0984	819		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1040847	1041665	-	AAC22645.1			conserved hypothetical protein			HI_0984	819	272	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1041677	1042798	-							HI_0985	1122		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1041677	1042798	-	AAC22646.1			DNA processing chain A (dprA)			HI_0985	1122	373	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1043307	1044902	+							HI_0986	1596		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1043307	1044902	+	AAC22647.1			2-isopropylmalate synthase (leuA)			HI_0986	1596	531	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1044988	1046064	+							HI_0987	1077		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1044988	1046064	+	AAC22648.1			3-isopropylmalate dehydrogenase (beta-IPM dehydrogenase) (leuB)			HI_0987	1077	358	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1046240	1047649	+							HI_0988	1410		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1046240	1047649	+	AAC22649.1			3-isopropylmalate dehydratase, alpha subunit (leuC)			HI_0988	1410	469	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1047673	1048275	+							HI_0989	603		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1047673	1048275	+	AAC22650.1			3-isopropylmalate dehydratase small subunit (leuD)			HI_0989	603	200	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1048389	1053473	-							HI_0990	5085		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1048389	1053473	-	AAC22651.1			immunoglobin A1 protease (iga1)			HI_0990	5085	1694	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1053715	1054794	-							HI_0991	1080		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1053715	1054794	-	AAC22653.1			DNA/ATP binding protein (recF)			HI_0991	1080	359	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1054796	1055896	-							HI_0992	1101		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1054796	1055896	-	AAC22654.1			DNA polymerase III, beta subunit (dnaN)			HI_0992	1101	366	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1055909	1057273	-							HI_0993	1365		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1055909	1057273	-	AAC22655.1			chromosomal replication initiator protein (dnaA)			HI_0993	1365	454	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1057465	1060203	-							HI_0994	2739		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1057465	1060203	-	AAC22656.1			transferrin-binding protein 1 precursor (tbp1)			HI_0994	2739	912	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1060231	1062108	-							HI_0995	1878		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1060231	1062108	-	AAC22657.1			transferrin-binding protein 2 precursor (tbp2)			HI_0995	1878	625	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1062206	1062646	+							HI_0996	441		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1062206	1062646	+	AAC22658.1			predicted coding region HI0996			HI_0996	441	146	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1062962	1063651	+							HI_0997	690		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1062962	1063651	+	AAC22659.1			predicted coding region HI0997			HI_0997	690	229	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1063832	1063966	+							HI_0998	135		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1063832	1063966	+	AAC22660.1			ribosomal protein L34 (rpL34)			HI_0998	135	44	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1063986	1064345	+							HI_0999	360		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1063986	1064345	+	AAC22661.1			ribonuclease P (rnpA)			HI_0999	360	119	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	1064309	1064569	+							HI_1000	261		
