# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1368404	1369081	-							MSWAN_1281	678		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1368404	1369081	-	AEG18298.1			glycosyl transferase family 2			MSWAN_1281	678	225	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1369351	1369935	-							MSWAN_1282	585		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1369351	1369935	-	AEG18299.1			NADPH-dependent FMN reductase			MSWAN_1282	585	194	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1370355	1371869	+							MSWAN_1283	1515		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1370355	1371869	+	AEG18300.1			protein of unknown function DUF752			MSWAN_1283	1515	504	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1371968	1373941	+							MSWAN_1284	1974		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1371968	1373941	+	AEG18301.1			7-cyano-7-deazaguanine tRNA-ribosyltransferase			MSWAN_1284	1974	657	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1373941	1374294	+							MSWAN_1285	354		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1373941	1374294	+	AEG18302.1			Nascent polypeptide-associated complex protein			MSWAN_1285	354	117	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1374295	1375050	+							MSWAN_1286	756		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1374295	1375050	+	AEG18303.1			metallophosphoesterase			MSWAN_1286	756	251	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1375047	1376072	+							MSWAN_1287	1026		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1375047	1376072	+	AEG18304.1			hypothetical protein			MSWAN_1287	1026	341	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1376073	1377281	+							MSWAN_1288	1209		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1376073	1377281	+	AEG18305.1			hypothetical protein			MSWAN_1288	1209	402	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1377395	1377727	+							MSWAN_1289	333		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1377395	1377727	+	AEG18306.1			hypothetical protein			MSWAN_1289	333	110	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1377911	1379104	+							MSWAN_1290	1194		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1377911	1379104	+	AEG18307.1			Arginine biosynthesis bifunctional protein ArgJ			MSWAN_1290	1194	397	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1379260	1380183	+							MSWAN_1291	924		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1379260	1380183	+	AEG18308.1			acetylglutamate kinase			MSWAN_1291	924	307	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1380900	1383815	-							MSWAN_1292	2916		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1380900	1383815	-	AEG18309.1			transglutaminase domain-containing protein			MSWAN_1292	2916	971	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1384652	1386532	-							MSWAN_1293	1881		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1384652	1386532	-	AEG18310.1			transglutaminase domain-containing protein			MSWAN_1293	1881	626	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1387256	1388266	+							MSWAN_1294	1011		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1387256	1388266	+	AEG18311.1			N-acetyl-gamma-glutamyl-phosphate reductase			MSWAN_1294	1011	336	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1388832	1389326	+							MSWAN_1295	495		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1388832	1389326	+	AEG18312.1			flavodoxin			MSWAN_1295	495	164	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1389454	1390293	+							MSWAN_1296	840		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1389454	1390293	+	AEG18313.1			SecD/SecF/SecDF export membrane protein			MSWAN_1296	840	279	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1390290	1391600	+							MSWAN_1297	1311		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1390290	1391600	+	AEG18314.1			SecD/SecF/SecDF export membrane protein			MSWAN_1297	1311	436	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1391911	1392378	+							MSWAN_1298	468		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1391911	1392378	+	AEG18315.1			Aspartate carbamoyltransferase regulatory chain			MSWAN_1298	468	155	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1392899	1393303	+							MSWAN_1299	405		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1392899	1393303	+	AEG18316.1			protein of unknown function UPF0047			MSWAN_1299	405	134	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1393490	1395187	-							MSWAN_1300	1698		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1393490	1395187	-	AEG18317.1			Phenylalanyl-tRNA synthetase beta chain			MSWAN_1300	1698	565	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1395447	1397048	-							MSWAN_1301	1602		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1395447	1397048	-	AEG18318.1			hypothetical protein			MSWAN_1301	1602	533	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1397325	1398992	+							MSWAN_1302	1668		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1397325	1398992	+	AEG18319.1			hypothetical protein			MSWAN_1302	1668	555	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1399484	1399852	-							MSWAN_1303	369		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1399484	1399852	-	AEG18320.1			hypothetical protein			MSWAN_1303	369	122	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1400548	1403232	+							MSWAN_1304	2685		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1400548	1403232	+	AEG18321.1			Valyl-tRNA synthetase			MSWAN_1304	2685	894	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1403401	1404693	+							MSWAN_1305	1293		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1403401	1404693	+	AEG18322.1			3-phosphoshikimate 1-carboxyvinyltransferase			MSWAN_1305	1293	430	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1404671	1405147	+							MSWAN_1306	477		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1404671	1405147	+	AEG18323.1			small GTP-binding protein			MSWAN_1306	477	158	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1405300	1405938	+							MSWAN_1307	639		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1405300	1405938	+	AEG18324.1			HhH-GPD family protein			MSWAN_1307	639	212	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1406279	1408486	+							MSWAN_1308	2208		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1406279	1408486	+	AEG18325.1			signal transduction histidine kinase			MSWAN_1308	2208	735	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1408774	1410960	-							MSWAN_1309	2187		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1408774	1410960	-	AEG18326.1			phosphoesterase RecJ domain protein			MSWAN_1309	2187	728	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1410981	1411466	-							MSWAN_1310	486		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1410981	1411466	-	AEG18327.1			hypothetical protein			MSWAN_1310	486	161	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1411743	1412129	-							MSWAN_1311	387		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1411743	1412129	-	AEG18328.1			desulfoferrodoxin			MSWAN_1311	387	128	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1412343	1412930	-							MSWAN_1312	588		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1412343	1412930	-	AEG18329.1			Rubrerythrin			MSWAN_1312	588	195	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1413241	1413618	+							MSWAN_1313	378		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1413241	1413618	+	AEG18330.1			regulatory protein ArsR			MSWAN_1313	378	125	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1413605	1415551	+							MSWAN_1314	1947		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1413605	1415551	+	AEG18331.1			heavy metal translocating P-type ATPase			MSWAN_1314	1947	648	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1415849	1416175	-							MSWAN_1315	327		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1415849	1416175	-	AEG18332.1			hypothetical protein			MSWAN_1315	327	108	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1416403	1416603	+							MSWAN_1316	201		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1416403	1416603	+	AEG18333.1			hypothetical protein			MSWAN_1316	201	66	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1417294	1417698	+							MSWAN_1317	405		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1417294	1417698	+	AEG18334.1			hypothetical protein			MSWAN_1317	405	134	
gene	pseudogene	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1418012	1418674	-							MSWAN_1318	663		pseudo
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1418741	1419541	-							MSWAN_1319	801		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1418741	1419541	-	AEG18335.1			protein of unknown function DUF81			MSWAN_1319	801	266	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1419788	1420129	-							MSWAN_1320	342		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1419788	1420129	-	AEG18336.1			hypothetical protein			MSWAN_1320	342	113	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1420292	1421161	+							MSWAN_1321	870		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1420292	1421161	+	AEG18337.1			alpha/beta hydrolase fold protein			MSWAN_1321	870	289	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1421413	1421874	+							MSWAN_1322	462		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1421413	1421874	+	AEG18338.1			hypothetical protein			MSWAN_1322	462	153	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1421874	1422347	+							MSWAN_1323	474		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1421874	1422347	+	AEG18339.1			hypothetical protein			MSWAN_1323	474	157	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1422557	1422994	+							MSWAN_1324	438		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1422557	1422994	+	AEG18340.1			Polyketide cyclase/dehydrase			MSWAN_1324	438	145	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1423415	1423555	-							MSWAN_1325	141		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1423415	1423555	-	AEG18341.1			hypothetical protein			MSWAN_1325	141	46	
gene	pseudogene	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1424104	1426283	-							MSWAN_1326	2180		pseudo
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1426734	1427060	+							MSWAN_1327	327		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1426734	1427060	+	AEG18342.1			hypothetical protein			MSWAN_1327	327	108	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1427125	1427454	+							MSWAN_1328	330		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1427125	1427454	+	AEG18343.1			hypothetical protein			MSWAN_1328	330	109	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1428816	1430915	+							MSWAN_1329	2100		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1428816	1430915	+	AEG18344.1			polymorphic outer membrane protein			MSWAN_1329	2100	699	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1430998	1431123	-							MSWAN_1330	126		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1430998	1431123	-	AEG18345.1			hypothetical protein			MSWAN_1330	126	41	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1432051	1432797	-							MSWAN_1331	747		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1432051	1432797	-	AEG18346.1			hypothetical protein			MSWAN_1331	747	248	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1433322	1434209	+							MSWAN_1332	888		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1433322	1434209	+	AEG18347.1			glycosyl transferase family 2			MSWAN_1332	888	295	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1434344	1434583	-							MSWAN_1333	240		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1434344	1434583	-	AEG18348.1			hypothetical protein			MSWAN_1333	240	79	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1435056	1436381	-							MSWAN_1334	1326		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1435056	1436381	-	AEG18349.1			signal transduction histidine kinase			MSWAN_1334	1326	441	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1436385	1437548	-							MSWAN_1335	1164		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1436385	1437548	-	AEG18350.1			domain of unknown function DUF1745			MSWAN_1335	1164	387	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1437944	1439380	+							MSWAN_1336	1437		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1437944	1439380	+	AEG18351.1			polysaccharide biosynthesis protein			MSWAN_1336	1437	478	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1439385	1440032	+							MSWAN_1337	648		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1439385	1440032	+	AEG18352.1			Methyltransferase type 11			MSWAN_1337	648	215	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1440013	1440573	+							MSWAN_1338	561		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1440013	1440573	+	AEG18353.1			polysaccharide ABC transporter ATP-binding protein			MSWAN_1338	561	186	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1440633	1441301	+							MSWAN_1339	669		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1440633	1441301	+	AEG18354.1			Methyltransferase type 11			MSWAN_1339	669	222	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1441298	1441450	+							MSWAN_1340	153		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1441298	1441450	+	AEG18355.1			hypothetical protein			MSWAN_1340	153	50	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1441416	1442441	+							MSWAN_1341	1026		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1441416	1442441	+	AEG18356.1			glycosyl transferase family 2			MSWAN_1341	1026	341	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1442520	1444673	-							MSWAN_1342	2154		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1442520	1444673	-	AEG18357.1			Protein of unknown function DUF2206, membrane			MSWAN_1342	2154	717	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1444804	1446000	-							MSWAN_1343	1197		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1444804	1446000	-	AEG18358.1			glycosyl transferase group 1			MSWAN_1343	1197	398	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1446008	1446532	-							MSWAN_1344	525		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1446008	1446532	-	AEG18359.1			Serine O-acetyltransferase			MSWAN_1344	525	174	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1446563	1447762	-							MSWAN_1345	1200		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1446563	1447762	-	AEG18360.1			glycosyl transferase group 1			MSWAN_1345	1200	399	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1447759	1448955	-							MSWAN_1346	1197		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1447759	1448955	-	AEG18361.1			hypothetical protein			MSWAN_1346	1197	398	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1448973	1450178	-							MSWAN_1347	1206		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1448973	1450178	-	AEG18362.1			glycosyl transferase group 1			MSWAN_1347	1206	401	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1450298	1451599	+							MSWAN_1348	1302		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1450298	1451599	+	AEG18363.1			nucleotide sugar dehydrogenase			MSWAN_1348	1302	433	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1452238	1452630	+							MSWAN_1349	393		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1452238	1452630	+	AEG18364.1			hypothetical protein			MSWAN_1349	393	130	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1452911	1454458	-							MSWAN_1350	1548		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1452911	1454458	-	AEG18365.1			LPXTG-motif cell wall anchor domain protein			MSWAN_1350	1548	515	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1454806	1455672	-							MSWAN_1351	867		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1454806	1455672	-	AEG18366.1			peptidase C1A papain			MSWAN_1351	867	288	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1455850	1457388	-							MSWAN_1352	1539		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1455850	1457388	-	AEG18367.1			Membrane protein, 6-pyruvoyl-tetrahydropterin synthase-related domain protein			MSWAN_1352	1539	512	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1457463	1458446	-							MSWAN_1353	984		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1457463	1458446	-	AEG18368.1			polysaccharide biosynthesis protein CapD			MSWAN_1353	984	327	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1458453	1459574	-							MSWAN_1354	1122		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1458453	1459574	-	AEG18369.1			DegT/DnrJ/EryC1/StrS aminotransferase			MSWAN_1354	1122	373	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1459564	1460007	-							MSWAN_1355	444		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1459564	1460007	-	AEG18370.1			transferase hexapeptide repeat containing protein			MSWAN_1355	444	147	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1460004	1461149	-							MSWAN_1356	1146		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1460004	1461149	-	AEG18371.1			UDP-N-acetyl-D-glucosamine 2-epimerase, UDP-hydrolysing			MSWAN_1356	1146	381	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1461146	1462180	-							MSWAN_1357	1035		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1461146	1462180	-	AEG18372.1			N-acetylneuraminate synthase			MSWAN_1357	1035	344	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1462167	1462913	-							MSWAN_1358	747		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1462167	1462913	-	AEG18373.1			lipolytic protein G-D-S-L family			MSWAN_1358	747	248	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1462972	1463772	-							MSWAN_1359	801		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1462972	1463772	-	AEG18374.1			acylneuraminate cytidylyltransferase			MSWAN_1359	801	266	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1463781	1464842	-							MSWAN_1360	1062		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1463781	1464842	-	AEG18375.1			N-acetylneuraminic acid synthase domain protein			MSWAN_1360	1062	353	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1464957	1466405	+							MSWAN_1361	1449		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1464957	1466405	+	AEG18376.1			polysaccharide biosynthesis protein			MSWAN_1361	1449	482	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1466408	1468234	-							MSWAN_1362	1827		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1466408	1468234	-	AEG18377.1			CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase			MSWAN_1362	1827	608	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1468261	1469364	-							MSWAN_1363	1104		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1468261	1469364	-	AEG18378.1			Radical SAM domain protein			MSWAN_1363	1104	367	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1469390	1471678	-							MSWAN_1364	2289		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1469390	1471678	-	AEG18379.1			Protein of unknown function DUF2206, membrane			MSWAN_1364	2289	762	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1471668	1472822	-							MSWAN_1365	1155		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1471668	1472822	-	AEG18380.1			glycosyl transferase group 1			MSWAN_1365	1155	384	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1472822	1473913	-							MSWAN_1366	1092		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1472822	1473913	-	AEG18381.1			glycosyl transferase group 1			MSWAN_1366	1092	363	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1473982	1474989	-							MSWAN_1367	1008		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1473982	1474989	-	AEG18382.1			protein of unknown function DUF362			MSWAN_1367	1008	335	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1474967	1476130	-							MSWAN_1368	1164		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1474967	1476130	-	AEG18383.1			glycosyl transferase group 1			MSWAN_1368	1164	387	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1476131	1477123	-							MSWAN_1369	993		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1476131	1477123	-	AEG18384.1			UDP-glucose 4-epimerase			MSWAN_1369	993	330	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1477155	1478072	-							MSWAN_1370	918		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1477155	1478072	-	AEG18385.1			dTDP-glucose 4,6-dehydratase			MSWAN_1370	918	305	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1478535	1478909	+							MSWAN_1371	375		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1478535	1478909	+	AEG18386.1			hypothetical protein			MSWAN_1371	375	124	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1478941	1480848	-							MSWAN_1372	1908		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1478941	1480848	-	AEG18387.1			Xenobiotic-transporting ATPase			MSWAN_1372	1908	635	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1480983	1482140	-							MSWAN_1373	1158		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1480983	1482140	-	AEG18388.1			hypothetical protein			MSWAN_1373	1158	385	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1482692	1486564	+							MSWAN_1374	3873		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1482692	1486564	+	AEG18389.1			conserved repeat domain protein			MSWAN_1374	3873	1290	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1486847	1487776	+							MSWAN_1375	930		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1486847	1487776	+	AEG18390.1			hypothetical protein			MSWAN_1375	930	309	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	1487803	1489683	-							MSWAN_1376	1881		
